,Name,Team,xG per fixture,xG per game,Team games,Played,GW47,GW46,GW45,GW44,GW43,GW42,GW41,GW40,GW39*,GW39,GW38,GW37,GW36,GW35,GW34,GW33,GW32,GW31,GW30,GW29,GW28,GW27,GW26,GW25,GW24*,GW24,GW23,GW22,GW21,GW20,GW19,GW18,GW17,GW16,GW15,GW14,GW13,GW12,GW11,GW10,GW9,GW8,GW7,GW6,GW5,GW4,GW3,GW2,GW1
139,Andre Gray,Watford,7.552631578947368,12.478260869565217,38,23,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,20.0,0.0,0.0,4.0,0.0,2.0,19.0,0.0,6.0,2.0,38.0,20.0,2.0,0.0,11.0,50.0,39.0,6.0,4.0,41.0,0.0,17.0
140,Patrick van Aanholt,Crystal Palace,7.5,9.827586206896552,38,29,0.0,0.0,28.0,19.0,23.0,2.0,9.0,0.0,,2.0,,,,,,,,,,14.0,4.0,12.0,19.0,16.0,,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,4.0,4.0,1.0,0.0,2.0,19.0,18.0,17.0,4.0,12.0,6.0,16.0,21.0,0.0,2.0
141,Leander Dendoncker,Wolves,7.421052631578948,7.421052631578948,38,38,2.0,0.0,0.0,17.0,0.0,6.0,45.0,6.0,,2.0,,,,,,,,,,4.0,0.0,4.0,6.0,0.0,,0.0,0.0,17.0,2.0,4.0,7.0,0.0,4.0,0.0,39.0,18.0,0.0,0.0,18.0,2.0,2.0,0.0,2.0,38.0,2.0,4.0,0.0,8.0,23.0
142,Jeff Hendrick,Burnley,7.421052631578948,11.75,38,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,16.0,6.0,24.0,8.0,21.0,,2.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,8.0,2.0,19.0,24.0,6.0,4.0,36.0,35.0,36.0,21.0,7.0,0.0,0.0,0.0,0.0
143,Manuel Lanzini,West Ham,7.394736842105263,11.708333333333334,38,24,12.0,0.0,0.0,0.0,0.0,18.0,4.0,0.0,,12.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,17.0,2.0,2.0,24.0,33.0,18.0,2.0,,0.0,0.0,0.0,0.0,0.0,8.0,21.0,0.0,1.0,4.0,20.0,0.0,5.0,44.0,6.0,3.0,25.0
144,Cheikhou Kouyate,Crystal Palace,7.342105263157895,7.9714285714285715,38,35,6.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,,0.0,,,,,,,,,,8.0,33.0,6.0,2.0,0.0,,2.0,4.0,23.0,2.0,0.0,59.0,4.0,2.0,0.0,8.0,10.0,4.0,8.0,2.0,4.0,5.0,6.0,4.0,20.0,8.0,43.0,0.0,0.0,0.0
145,Marco Stiepermann,Norwich,7.2894736842105265,11.541666666666666,38,24,0.0,0.0,0.0,20.0,0.0,0.0,2.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,19.0,18.0,0.0,9.0,0.0,1.0,0.0,0.0,4.0,1.0,4.0,0.0,89.0,23.0,4.0,6.0,35.0,0.0,23.0,19.0
146,Jordan Henderson,Liverpool,7.2368421052631575,9.166666666666666,38,30,0.0,0.0,0.0,0.0,34.0,0.0,4.0,10.0,,2.0,,,,,,,,,,0.0,0.0,0.0,4.0,27.0,12.0,19.0,19.0,6.0,10.0,2.0,20.0,,5.0,7.0,0.0,0.0,2.0,4.0,0.0,19.0,0.0,0.0,2.0,2.0,0.0,4.0,20.0,0.0,41.0
147,Solomon March,Brighton,7.2105263157894735,14.421052631578947,38,19,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,4.0,,,,,,,,,,26.0,61.0,0.0,24.0,33.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,23.0,22.0,25.0,21.0,0.0
148,Kenny McLean,Norwich,7.2105263157894735,7.405405405405405,38,37,0.0,0.0,8.0,0.0,0.0,0.0,7.0,18.0,,18.0,,,,,,,,,,0.0,2.0,9.0,0.0,8.0,,0.0,8.0,0.0,10.0,0.0,4.0,33.0,0.0,10.0,1.0,45.0,4.0,28.0,0.0,0.0,41.0,1.0,2.0,0.0,17.0,0.0,0.0,0.0,0.0
149,Matej Vydra,Burnley,7.184210526315789,14.368421052631579,38,19,0.0,25.0,4.0,0.0,61.0,4.0,4.0,22.0,,0.0,,,,,,,,,,21.0,2.0,70.0,45.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
150,Davy Propper,Brighton,7.131578947368421,7.742857142857143,38,35,0.0,0.0,4.0,0.0,4.0,18.0,0.0,0.0,,2.0,,,,,,,,,,7.0,2.0,0.0,18.0,6.0,,0.0,2.0,0.0,10.0,0.0,0.0,22.0,26.0,17.0,7.0,23.0,9.0,0.0,16.0,2.0,4.0,0.0,0.0,6.0,30.0,8.0,8.0,19.0,1.0
151,Will Hughes,Watford,7.105263157894737,9.0,38,30,0.0,4.0,1.0,23.0,2.0,10.0,24.0,7.0,,4.0,,,,,,,,,,21.0,22.0,0.0,10.0,0.0,,0.0,0.0,0.0,0.0,9.0,0.0,1.0,1.0,0.0,22.0,0.0,18.0,10.0,6.0,11.0,0.0,0.0,0.0,2.0,10.0,23.0,17.0,6.0,6.0
152,Sofiane Boufal,Southampton,7.026315789473684,13.35,38,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,11.0,4.0,0.0,6.0,12.0,,0.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,0.0,24.0,32.0,11.0,0.0,0.0,0.0,0.0,13.0,59.0,22.0,45.0,2.0,0.0,6.0
153,Jeffrey Schlupp,Crystal Palace,7.0,15.647058823529411,38,17,26.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,17.0,9.0,2.0,17.0,0.0,0.0,36.0,16.0,41.0,20.0,37.0,4.0,11.0,0.0
154,Demarai Gray,Leicester,6.921052631578948,12.523809523809524,38,21,30.0,34.0,17.0,0.0,4.0,0.0,4.0,6.0,,12.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,19.0,13.0,38.0,0.0,2.0,16.0,0.0,0.0,0.0,2.0,28.0,2.0,2.0,0.0,0.0,0.0,0.0,12.0,22.0,0.0,0.0,0.0
155,Tom Davies,Everton,6.894736842105263,8.733333333333333,38,30,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,,34.0,,,,,,,,,,0.0,18.0,0.0,0.0,0.0,,0.0,12.0,4.0,4.0,4.0,0.0,9.0,0.0,24.0,7.0,0.0,42.0,62.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,Frederico Rodrigues de Paula Santos,Man Utd,6.842105263157895,8.96551724137931,38,29,0.0,0.0,0.0,0.0,20.0,9.0,0.0,0.0,,7.0,,,,,,,,,,2.0,12.0,1.0,18.0,8.0,,24.0,11.0,3.0,22.0,19.0,8.0,0.0,10.0,0.0,1.0,21.0,0.0,8.0,24.0,18.0,8.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
157,Pedro Lomba Neto,Wolves,6.842105263157895,8.96551724137931,38,29,0.0,0.0,19.0,2.0,0.0,0.0,0.0,24.0,,17.0,,,,,,,,,,0.0,0.0,2.0,6.0,4.0,,24.0,18.0,45.0,17.0,3.0,6.0,18.0,0.0,2.0,2.0,0.0,0.0,6.0,8.0,8.0,0.0,0.0,21.0,0.0,0.0,0.0,6.0,2.0,0.0
158,Dan Gosling,Bournemouth,6.815789473684211,10.791666666666666,38,24,1.0,0.0,39.0,0.0,0.0,0.0,35.0,2.0,,0.0,,,,,,,,,,0.0,0.0,21.0,2.0,18.0,,0.0,17.0,2.0,6.0,0.0,33.0,4.0,57.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,Declan Rice,West Ham,6.815789473684211,6.815789473684211,38,38,3.0,10.0,15.0,4.0,0.0,15.0,0.0,8.0,,33.0,,,,,,,,,,3.0,8.0,4.0,0.0,0.0,36.0,8.0,2.0,0.0,0.0,19.0,19.0,,0.0,13.0,18.0,2.0,0.0,0.0,1.0,9.0,2.0,0.0,7.0,0.0,18.0,1.0,0.0,1.0,0.0
160,Serge Aurier,Spurs,6.631578947368421,7.636363636363637,38,33,0.0,0.0,2.0,18.0,6.0,0.0,4.0,8.0,,7.0,,,,,,,,,,0.0,23.0,0.0,4.0,0.0,,22.0,16.0,19.0,0.0,2.0,8.0,4.0,2.0,4.0,34.0,6.0,0.0,11.0,0.0,0.0,20.0,0.0,0.0,10.0,22.0,0.0,0.0,0.0,0.0
161,Moussa Djenepo,Southampton,6.631578947368421,14.0,38,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,4.0,0.0,30.0,6.0,27.0,,0.0,17.0,0.0,12.0,25.0,0.0,0.0,5.0,17.0,5.0,8.0,28.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,31.0,0.0,0.0
162,Glenn Murray,Brighton,6.552631578947368,10.826086956521738,38,23,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,27.0,7.0,26.0,54.0,,0.0,0.0,23.0,0.0,17.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,0.0,4.0,8.0,4.0
163,Bukayo Saka,Arsenal,6.526315789473684,9.538461538461538,38,26,0.0,6.0,0.0,20.0,27.0,17.0,0.0,4.0,23.0,0.0,,,,,,,,,,4.0,,4.0,12.0,0.0,,2.0,6.0,0.0,17.0,0.0,10.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0,2.0,14.0,24.0,41.0,5.0,0.0,,,,
164,Kortney Hause,Aston Villa,6.526315789473684,13.777777777777779,38,18,0.0,0.0,0.0,0.0,6.0,0.0,15.0,34.0,73.0,70.0,,,,,,,,,,0.0,,0.0,13.0,2.0,,8.0,0.0,2.0,7.0,0.0,12.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,Jack O'Connell,Sheffield Utd,6.473684210526316,7.454545454545454,38,33,0.0,0.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,24.0,,20.0,6.0,0.0,,4.0,9.0,0.0,2.0,0.0,8.0,0.0,6.0,0.0,37.0,6.0,4.0,4.0,2.0,4.0,6.0,2.0,18.0,2.0,6.0,0.0,11.0,55.0,0.0
166,Mbwana Samatta,Aston Villa,6.447368421052632,17.5,38,14,30.0,0.0,22.0,8.0,6.0,0.0,10.0,9.0,0.0,0.0,,,,,,,,,,4.0,,20.0,64.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,
167,Junior Stanislas,Bournemouth,6.342105263157895,16.066666666666666,38,15,21.0,2.0,27.0,29.0,9.0,58.0,25.0,2.0,,16.0,,,,,,,,,,25.0,0.0,8.0,0.0,0.0,,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,George Baldock,Sheffield Utd,6.342105263157895,6.342105263157895,38,38,0.0,4.0,2.0,0.0,6.0,6.0,11.0,20.0,0.0,0.0,,,,,,,,,,4.0,,6.0,10.0,6.0,,0.0,2.0,20.0,0.0,2.0,2.0,0.0,10.0,21.0,0.0,0.0,4.0,19.0,4.0,24.0,8.0,4.0,2.0,0.0,6.0,0.0,31.0,4.0,3.0
169,Caglar Soyuncu,Leicester,6.2631578947368425,7.0,38,34,0.0,0.0,0.0,2.0,0.0,0.0,0.0,24.0,,7.0,,,,,,,,,,6.0,6.0,0.0,35.0,0.0,,0.0,5.0,0.0,2.0,0.0,0.0,0.0,19.0,55.0,11.0,4.0,0.0,0.0,37.0,0.0,10.0,0.0,0.0,0.0,6.0,3.0,2.0,2.0,2.0
170,Maximillian Aarons,Norwich,6.2368421052631575,6.583333333333333,38,36,0.0,0.0,0.0,0.0,19.0,4.0,0.0,4.0,,0.0,,,,,,,,,,0.0,4.0,17.0,0.0,28.0,,6.0,4.0,2.0,5.0,2.0,2.0,0.0,2.0,0.0,0.0,52.0,0.0,8.0,0.0,4.0,4.0,20.0,10.0,0.0,0.0,20.0,2.0,18.0,0.0
171,Bernard Anicio Caldeira Duarte,Everton,6.2105263157894735,8.74074074074074,38,27,2.0,0.0,2.0,2.0,0.0,8.0,0.0,4.0,,0.0,,,,,,,,,,0.0,0.0,2.0,21.0,0.0,,28.0,2.0,16.0,0.0,0.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41.0,0.0,0.0,6.0,18.0,12.0,4.0,41.0,10.0
172,Ricardo Domingos Barbosa Pereira,Leicester,6.184210526315789,8.392857142857142,38,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,6.0,13.0,6.0,10.0,,41.0,12.0,0.0,0.0,0.0,4.0,0.0,5.0,26.0,4.0,23.0,0.0,10.0,4.0,4.0,16.0,0.0,9.0,24.0,4.0,2.0,0.0,3.0,9.0
173,Michael Obafemi,Southampton,6.184210526315789,11.19047619047619,38,21,0.0,2.0,2.0,33.0,0.0,0.0,0.0,0.0,,54.0,,,,,,,,,,0.0,21.0,24.0,2.0,4.0,,24.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
174,Ryan Bertrand,Southampton,6.157894736842105,7.3125,38,32,2.0,20.0,0.0,0.0,18.0,6.0,0.0,2.0,,5.0,,,,,,,,,,2.0,13.0,12.0,12.0,2.0,,1.0,0.0,2.0,12.0,0.0,2.0,22.0,2.0,33.0,37.0,4.0,4.0,0.0,0.0,0.0,6.0,0.0,2.0,4.0,0.0,0.0,0.0,2.0,7.0
175,Josip Drmic,Norwich,6.078947368421052,11.0,38,21,0.0,0.0,0.0,0.0,9.0,13.0,8.0,6.0,,20.0,,,,,,,,,,79.0,52.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,19.0,10.0,2.0,0.0,7.0,0.0,0.0,2.0
176,Cenk Tosun,Everton,6.026315789473684,22.9,38,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,2.0,0.0,0.0,0.0,,10.0,50.0,4.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,72.0,39.0,21.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
177,Gabriel Teodoro Martinelli Silva,Arsenal,5.947368421052632,16.142857142857142,38,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,22.0,,27.0,47.0,2.0,0.0,0.0,0.0,5.0,27.0,57.0,19.0,0.0,2.0,0.0,4.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,Christian Eriksen,Spurs,5.921052631578948,11.25,38,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,4.0,10.0,7.0,8.0,32.0,20.0,18.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,16.0,3.0,0.0,7.0,54.0,16.0,2.0,18.0
179,Emerson Palmieri dos Santos,Chelsea,5.921052631578948,15.0,38,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,28.0,10.0,0.0,0.0,0.0,6.0,0.0,67.0,0.0,0.0,14.0,19.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,47.0
180,Federico Fernandez,Newcastle,5.868421052631579,6.96875,38,32,7.0,0.0,0.0,4.0,17.0,0.0,0.0,4.0,,18.0,,,,,,,,,,0.0,0.0,0.0,2.0,6.0,,21.0,4.0,0.0,0.0,0.0,7.0,0.0,2.0,50.0,0.0,0.0,37.0,23.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,Divock Origi,Liverpool,5.842105263157895,7.928571428571429,38,28,17.0,0.0,2.0,0.0,0.0,6.0,22.0,0.0,,2.0,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,23.0,0.0,0.0,2.0,,4.0,0.0,60.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,8.0,0.0,4.0,2.0,0.0,0.0,21.0
182,Adam Webster,Brighton,5.815789473684211,7.129032258064516,38,31,0.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,6.0,2.0,0.0,0.0,,4.0,9.0,0.0,22.0,0.0,19.0,6.0,0.0,2.0,68.0,1.0,2.0,0.0,0.0,0.0,49.0,2.0,6.0,4.0,0.0,2.0,0.0,0.0,0.0
183,Tom Cleverley,Watford,5.815789473684211,12.277777777777779,38,18,0.0,2.0,22.0,0.0,17.0,2.0,0.0,0.0,,2.0,,,,,,,,,,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,37.0,18.0,77.0,20.0,20.0,0.0,0.0
184,Sam Byram,Norwich,5.7368421052631575,12.823529411764707,38,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,69.0,,4.0,0.0,2.0,6.0,0.0,38.0,2.0,6.0,0.0,29.0,2.0,34.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,18.0,0.0,0.0,0.0,0.0
185,Matt Ritchie,Newcastle,5.7368421052631575,12.11111111111111,38,18,0.0,14.0,18.0,0.0,12.0,2.0,0.0,22.0,,21.0,,,,,,,,,,25.0,80.0,0.0,1.0,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0
186,N'Golo Kante,Chelsea,5.631578947368421,9.727272727272727,38,22,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,,2.0,,,,,,,,,,0.0,0.0,0.0,0.0,22.0,,24.0,32.0,0.0,13.0,3.0,6.0,9.0,0.0,2.0,13.0,2.0,37.0,3.0,0.0,0.0,0.0,7.0,0.0,10.0,0.0,0.0,0.0,18.0,0.0
187,Keinan Davis,Aston Villa,5.578947368421052,11.777777777777779,38,18,4.0,4.0,6.0,0.0,2.0,2.0,10.0,11.0,0.0,86.0,,,,,,,,,,0.0,,0.0,0.0,41.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,17.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
188,Joseph Willock,Arsenal,5.578947368421052,7.310344827586207,38,29,6.0,0.0,6.0,0.0,2.0,20.0,7.0,33.0,0.0,4.0,,,,,,,,,,0.0,,0.0,2.0,3.0,,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,19.0,20.0,17.0,0.0,0.0,0.0,6.0,4.0,4.0,12.0,6.0,0.0,0.0,22.0,8.0
189,David Luiz Moreira Marinho,Arsenal,5.552631578947368,6.393939393939394,38,33,20.0,0.0,0.0,0.0,13.0,0.0,7.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,2.0,18.0,,0.0,1.0,9.0,0.0,11.0,5.0,2.0,0.0,0.0,7.0,18.0,4.0,1.0,0.0,50.0,0.0,17.0,10.0,13.0,0.0,2.0,1.0,0.0,0.0
190,Andy Carroll,Newcastle,5.552631578947368,11.105263157894736,38,19,0.0,27.0,0.0,0.0,0.0,0.0,21.0,1.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,87.0,0.0,28.0,12.0,0.0,6.0,0.0,17.0,0.0,2.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
191,Edward Nketiah,Arsenal,5.526315789473684,16.153846153846153,38,13,2.0,29.0,0.0,0.0,0.0,29.0,2.0,39.0,0.0,8.0,,,,,,,,,,23.0,,43.0,27.0,0.0,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,Dennis Praet,Leicester,5.526315789473684,7.777777777777778,38,27,0.0,9.0,0.0,2.0,4.0,0.0,18.0,0.0,,0.0,,,,,,,,,,2.0,11.0,0.0,18.0,0.0,,0.0,19.0,35.0,0.0,0.0,5.0,0.0,0.0,4.0,36.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,8.0,0.0,0.0
193,Issa Diop,West Ham,5.526315789473684,6.5625,38,32,0.0,0.0,4.0,2.0,2.0,23.0,0.0,9.0,,0.0,,,,,,,,,,20.0,6.0,19.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,33.0,2.0,0.0,2.0,35.0,0.0,4.0,7.0
194,Benjamin Chilwell,Leicester,5.473684210526316,7.703703703703703,38,27,0.0,0.0,0.0,0.0,0.0,2.0,8.0,8.0,,23.0,,,,,,,,,,0.0,16.0,2.0,0.0,25.0,,19.0,0.0,4.0,2.0,0.0,2.0,0.0,6.0,6.0,0.0,2.0,7.0,4.0,9.0,23.0,8.0,4.0,8.0,2.0,9.0,0.0,0.0,0.0,9.0
195,Lucas Torreira,Arsenal,5.447368421052632,7.137931034482759,38,29,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,9.0,,0.0,7.0,0.0,4.0,4.0,8.0,0.0,3.0,19.0,3.0,18.0,4.0,2.0,21.0,0.0,0.0,8.0,6.0,25.0,17.0,5.0,19.0,17.0,0.0
196,Steven Alzate,Brighton,5.394736842105263,10.789473684210526,38,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,4.0,0.0,6.0,0.0,,6.0,0.0,0.0,46.0,4.0,8.0,0.0,2.0,18.0,2.0,0.0,0.0,2.0,34.0,35.0,8.0,2.0,22.0,6.0,0.0,,,,
197,Wilfred Ndidi,Leicester,5.394736842105263,6.40625,38,32,1.0,1.0,10.0,1.0,10.0,18.0,2.0,6.0,,1.0,,,,,,,,,,2.0,7.0,0.0,0.0,0.0,,4.0,0.0,0.0,7.0,0.0,0.0,0.0,10.0,2.0,17.0,18.0,18.0,5.0,1.0,8.0,0.0,0.0,17.0,1.0,16.0,2.0,0.0,17.0,3.0
198,Michael Keane,Everton,5.368421052631579,6.580645161290323,38,31,4.0,0.0,2.0,2.0,0.0,2.0,7.0,33.0,,0.0,,,,,,,,,,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,13.0,0.0,7.0,0.0,2.0,6.0,2.0,59.0,17.0,0.0,0.0,0.0,0.0,21.0,11.0,2.0,2.0,0.0,4.0,6.0,0.0,0.0
199,Calum Chambers,Arsenal,5.342105263157895,14.5,38,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,73.0,0.0,0.0,6.0,6.0,28.0,45.0,4.0,31.0,0.0,0.0,0.0,0.0,0.0
200,Jetro Willems,Newcastle,5.2105263157894735,10.421052631578947,38,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,2.0,2.0,17.0,0.0,49.0,2.0,20.0,6.0,24.0,0.0,18.0,17.0,10.0,0.0,0.0,2.0
201,Antonio Rudiger,Chelsea,5.105263157894737,9.7,38,20,2.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,6.0,0.0,2.0,18.0,52.0,,13.0,34.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0
202,Rodrigo Hernandez,Man City,5.078947368421052,5.514285714285714,38,35,2.0,13.0,0.0,7.0,6.0,0.0,0.0,8.0,7.0,0.0,,,,,,,,,,2.0,,3.0,27.0,6.0,,12.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,11.0,7.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,0.0,8.0,26.0,4.0,18.0,7.0,0.0
203,Paul Pogba,Man Utd,5.078947368421052,12.0625,38,16,0.0,1.0,3.0,7.0,13.0,15.0,22.0,2.0,,12.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,27.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,23.0,27.0,6.0
204,Luka Milivojevic,Crystal Palace,5.0,6.129032258064516,38,31,0.0,0.0,7.0,0.0,2.0,3.0,19.0,0.0,,8.0,,,,,,,,,,0.0,0.0,0.0,8.0,1.0,,0.0,0.0,0.0,10.0,1.0,7.0,17.0,0.0,0.0,1.0,1.0,22.0,0.0,8.0,17.0,8.0,0.0,17.0,9.0,0.0,16.0,0.0,8.0,0.0
205,Mesut Ozil,Arsenal,5.0,10.555555555555555,38,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,28.0,,2.0,21.0,12.0,,0.0,2.0,0.0,0.0,0.0,26.0,0.0,2.0,9.0,12.0,39.0,25.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
206,Isaac Hayden,Newcastle,4.973684210526316,6.517241379310345,38,29,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,,0.0,,,,,,,,,,10.0,10.0,0.0,0.0,8.0,,24.0,20.0,0.0,12.0,3.0,0.0,4.0,3.0,4.0,12.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,27.0,8.0,10.0,0.0
207,Moussa Sissoko,Spurs,4.973684210526316,6.517241379310345,38,29,0.0,0.0,0.0,2.0,0.0,0.0,20.0,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,21.0,2.0,0.0,21.0,0.0,47.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,10.0,6.0,0.0,51.0
