,Name,Team,Position,xA per fixture,xA per game,Team games,Played,GW30,GW29*,GW29,GW28*,GW28,GW27*,GW27,GW26*,GW26,GW25*,GW25,GW24,GW23*,GW23,GW22*,GW22,GW21*,GW21,GW20,GW19,GW18,GW17,GW16,GW15,GW14,GW13,GW12,GW11,GW10,GW9,GW8,GW7,GW6,GW5,GW4,GW3,GW2,GW1
315,Caglar Soyuncu,Leicester,Defender,1.8439999999999999,2.0954545454545452,25,22,2.0255630882921207,,1.8795939299763724,,0.8,,4.9,,0.8,,1.3,0.0,,1.0,,0.4,,,0.0,0.0,,,0.7,16.1,0.6,10.3,0.6,0.3,3.0,0.3,0.5,0.3,1.7,0.8,0.4,0.7,0.3,0.3
316,Matej Vydra,Burnley,Forward,1.8370370370370372,3.1000000000000005,27,16,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,11.7,,,,0.0,0.5,,,,0.5,11.8,0.3,,0.0,0.3,0.3,0.0,0.0,0.8,22.0,0.8,0.0,0.3,0.0,0.3
317,Edward Nketiah,Arsenal,Forward,1.828,5.7125,25,8,5.301167163923644,3.8192773543670584,6.780205778011979,,0.3,,,10.3,0.0,,,0.0,,1.7,,,,0.0,,0.0,0.0,1.3,0.0,31.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,Jack Cork,Burnley,Midfielder,1.8185185185185189,4.463636363636365,27,11,,,0.0,,0.0,0.0,1.7,11.7,11.3,,0.0,0.0,0.0,0.0,,,,3.9,0.8,,,,12.3,0.0,1.9,,0.0,0.0,0.0,2.3,1.4,0.0,0.0,0.0,0.0,0.0,0.7,1.1
319,Cristian Romero,Spurs,Defender,1.8037037037037036,3.478571428571428,27,14,3.2900221840230803,2.983855051881876,14.1,,0.3,,11.7,14.2,0.2,,0.7,0.3,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,1.0,0.4,1.7,3.3,0.3,0.0,0.3,0.0,0.0,0.0,0.2
320,Jean-Philippe Mateta,Crystal Palace,Forward,1.792857142857143,3.8615384615384616,28,13,,,2.244497722395987,,11.5,,0.7,2.0,0.0,,0.3,2.1,,10.8,,2.6,,12.2,3.9,2.8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3
321,Japhet Tanganga,Spurs,Defender,1.781481481481481,4.372727272727271,27,11,4.727233124126443,4.287320160741226,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.3,,3.8,,0.0,0.0,3.8,0.0,,,2.8,0.0,,0.8,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,29.0,0.8,5.7
322,Adam Webster,Brighton,Defender,1.7499999999999998,3.266666666666666,28,15,,3.375039781760844,0.0,,0.0,,0.0,,0.0,1.4,1.8,,,1.0,10.8,1.9,,0.7,0.0,0.4,,0.0,,0.0,0.4,7.8,3.4,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.5,12.0,2.8
323,Edinson Cavani,Man Utd,Forward,1.7413793103448274,4.208333333333333,29,12,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,1.3,,10.4,0.0,3.0,,1.9,12.0,2.9,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5,0.0,12.8,0.3,0.0,0.0,2.4,0.0,0.0
324,John Stones,Man City,Defender,1.732142857142857,4.85,28,10,,,4.511973680914662,,11.4,,16.4,,0.0,,0.0,10.0,,0.0,,1.8,,0.0,0.0,0.0,0.2,1.8,0.0,0.0,0.0,0.0,4.6,1.1,0.7,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,Todd Cantwell,Norwich,Midfielder,1.7321428571428565,6.062499999999998,28,8,,,9.94583077892093,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,2.2,2.8,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.3,1.8,4.8,31.4
326,Mathias Jorgensen,Brentford,Defender,1.7153846153846155,6.371428571428572,26,7,9.35329065834832,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.5,30.0,0.7,0.4,0.0,0.0,,,
327,Jamaal Lascelles,Newcastle,Defender,1.7074074074074077,2.426315789473685,27,19,,2.575864402479926,1.7786195646391159,0.0,0.0,,0.0,,0.0,,0.0,0.2,,0.0,,11.0,,,,0.6,0.5,0.2,0.4,0.3,0.0,0.2,0.6,10.0,0.3,10.8,10.3,0.0,0.0,0.0,0.1,0.3,0.3,0.0
328,Arthur Masuaku,West Ham,Defender,1.707142857142857,4.345454545454545,28,11,4.366199343129912,,4.0856718886054,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,1.7,11.4,0.8,0.8,9.4,,13.8,4.8,0.9,2.4,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,Timo Werner,Chelsea,Forward,1.677777777777778,3.484615384615385,27,13,,,4.224353381352585,4.7,0.3,,,,0.0,,,,,0.0,1.0,0.7,,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,1.3,0.0,0.0,0.0,0.0,5.9,2.0,1.3,12.8,0.1,0.0,0.0,12.8
330,Jack Stephens,Southampton,Defender,1.675,5.211111111111111,28,9,,,5.750505785590035,0.0,0.3,,0.0,,0.0,,0.1,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,23.1,1.5,0.5
331,Dan Burn,Newcastle,Defender,1.6714285714285715,2.6,28,18,,2.7655669447926843,1.909608079754434,10.6,0.1,,1.3,,0.8,,0.1,0.0,,2.0,1.0,1.9,,0.3,0.4,0.6,,10.4,,0.3,0.0,0.0,0.0,0.0,0.0,0.3,3.9,12.5,0.3,0.0,0.0,0.0,0.0,0.0
332,Harry Maguire,Man Utd,Defender,1.66551724137931,2.0124999999999997,29,24,,,0.9,,0.7,,0.0,,0.6,0.8,0.3,1.3,,1.0,0.0,0.0,,0.0,1.1,12.3,,,2.0,12.2,1.8,0.0,1.1,2.3,1.8,0.5,0.6,0.0,0.3,1.3,2.6,0.7,1.2,0.9
333,Shane Duffy,Brighton,Defender,1.6607142857142858,2.735294117647059,28,17,,2.4918276409506372,0.0,,11.9,,0.0,,2.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,10.4,0.7,0.0,1.3,0.8,0.4,0.0,1.1,1.8,0.1,14.1,1.0,0.5,0.2,0.2
334,Daniel Amartey,Leicester,Defender,1.656,2.5875,25,16,2.2790613796314445,,2.11482424811103,,0.4,,10.8,,0.9,,10.6,0.3,,0.2,,0.0,,,0.3,0.1,,,0.0,0.0,0.0,0.0,0.3,0.3,3.1,0.8,1.0,0.0,0.0,0.0,0.0,11.1,0.4,0.8
335,Ainsley Maitland-Niles,Arsenal,Midfielder,1.6520000000000001,5.1625000000000005,25,8,4.021542657727903,2.8973594545004104,5.143562902526332,,0.0,,,0.0,0.0,,,0.0,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,12.4,0.0,0.3,0.0,0.0,0.3,0.5,27.0,0.1,0.0,0.0
336,Craig Dawson,West Ham,Defender,1.646428571428571,1.8439999999999994,28,25,1.8061782147776781,,1.6901316174535184,,0.3,,0.8,,0.6,,0.6,0.3,,0.3,,0.6,0.6,0.4,0.3,22.5,,1.7,0.2,0.3,0.1,0.3,1.3,0.3,0.0,0.2,0.1,0.0,0.0,0.0,1.6,0.8,10.8,1.1
337,Craig Cathcart,Watford,Defender,1.6357142857142857,1.8319999999999999,28,25,,,1.7854672430975922,0.4,1.0,,0.4,10.8,0.2,,0.3,0.2,0.8,0.0,,10.4,,0.3,0.7,,,,0.4,0.1,0.2,0.2,0.4,0.7,0.5,14.2,0.0,0.0,0.4,0.3,0.0,0.4,1.7,0.8
338,Ben Gibson,Norwich,Defender,1.6357142857142857,1.9913043478260868,28,23,,,2.330131638558398,0.0,0.8,,0.4,,0.0,,0.3,0.0,,0.0,,0.1,,1.1,10.4,0.6,,0.7,0.0,11.7,3.9,1.0,0.3,0.3,0.0,0.3,10.4,0.5,1.4,0.0,0.0,0.8,0.2,0.6
339,Raphael Varane,Man Utd,Defender,1.6107142857142855,2.6529411764705877,28,17,,,0.0,,0.0,,11.9,,0.0,0.0,0.5,1.3,,0.7,1.2,0.6,,0.1,0.0,1.4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,1.3,10.5,2.6,2.2,10.5,0.0,
340,Pontus Jansson,Brentford,Defender,1.5137931034482761,1.5137931034482761,29,29,1.9808800891012621,,0.1,,0.4,,0.8,,0.0,,0.1,0.2,,0.4,0.9,0.2,0.3,0.3,0.0,0.2,,,0.5,0.1,10.8,0.0,0.0,1.6,0.1,0.3,2.2,0.3,3.1,0.1,0.3,10.3,10.3,0.0
341,Jonny Evans,Leicester,Defender,1.496,3.7399999999999998,25,10,3.57060081128392,,3.313290832583579,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0.1,11.3,0.3,23.3,0.3,0.2,1.2,0.1,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0
342,Jeremy Ngakia,Watford,Defender,1.4892857142857143,3.207692307692308,28,13,,,3.5825816782824416,0.0,0.0,,0.4,0.0,0.0,,0.0,0.2,0.0,0.0,,18.2,,0.0,0.0,,,,0.5,0.1,0.8,0.0,0.0,0.0,1.8,1.2,14.1,0.0,0.6,1.1,2.3,0.4,0.0,0.0
343,Robin Koch,Leeds,Defender,1.4857142857142858,3.7818181818181817,28,11,3.6452624304771306,,4.701379081565666,11.9,1.6,,2.4,0.0,0.0,,0.3,12.1,,11.7,,0.9,,0.1,,,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
344,Marvelous Nakamba,Aston Villa,Midfielder,1.462962962962963,3.2916666666666665,27,12,2.9725184642764555,,3.3838679608773563,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.3,11.7,0.9,11.6,1.8,1.2,2.6,0.0,0.3,0.0,0.0,1.8,0.5,0.3,0.0,6.5
345,Steven Alzate,Brighton,Midfielder,1.457142857142857,4.533333333333333,28,9,,4.252042613938451,0.8,,5.8,,0.0,,0.0,1.3,0.0,,,1.0,6.3,0.0,,0.0,0.3,0.8,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,24.1
346,Liam Cooper,Leeds,Defender,1.457142857142857,2.7199999999999998,28,15,2.52068482708078,,3.2509853935828708,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.3,0.7,0.0,0.4,0.2,0.0,1.2,0.3,0.8,0.6,10.5,0.3,3.9,11.1,10.5
347,Jesse Lingard,Man Utd,Midfielder,1.4517241379310346,3.2384615384615385,29,13,,,0.0,,0.3,,0.0,,12.7,0.0,2.0,1.1,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.0,11.5,0.0,0.0,11.8,1.5,0.0,0.8,0.0
348,Jonathan Castro Otto,Wolves,Defender,1.4499999999999997,13.533333333333331,28,3,15.10316482260658,,13.902466256377249,21.3,18.4,,0.0,0.9,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,James Justin,Leicester,Defender,1.4480000000000002,9.05,25,4,9.478602745138168,,8.795541490361973,,0.0,,0.0,,0.0,,0.6,1.4,,23.6,,10.6,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,Mads Bech Sørensen,Brentford,Defender,1.4448275862068967,8.38,29,5,10.522668562479474,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,15.3,0.0,0.0,10.5,0.0,16.1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,Bryan Gil Salvatierra,Spurs,Midfielder,1.3814814814814813,4.144444444444444,27,9,4.5649823896971515,4.14016836463802,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.8,19.5,11.9,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.3,2.1,1.7,0.0,0.0,0.0,0.0
352,Diego Llorente,Leeds,Defender,1.3535714285714284,1.9947368421052631,28,19,1.847752789394177,,2.3830894147243464,0.0,0.0,,2.6,0.0,0.3,,0.7,0.8,,1.4,,0.0,,0.2,,,0.0,0.0,0.3,11.3,0.4,0.4,2.8,10.2,0.3,1.2,3.7,0.3,0.0,0.0,0.0,1.0,0.0,0.0
353,Andriy Yarmolenko,West Ham,Midfielder,1.3499999999999999,3.436363636363636,28,11,3.4116874935413266,,3.1924872388158563,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,3.3,0.5,0.0,0.0,10.9,,0.0,0.0,0.0,0.0,0.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.6,0.3,1.1,1.0
354,Lewis Dunk,Brighton,Defender,1.339285714285714,1.9736842105263155,28,19,,2.0206658295328617,0.1,,4.8,,1.5,,0.0,0.4,1.1,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,1.7,0.9,1.8,2.8,0.4,0.3,0.7,15.3,1.1,0.8,1.3,1.5,0.3,0.7
355,Jordan Pickford,Everton,Goalkeeper,1.32,1.375,25,24,,1.63367354045753,1.3700238389323451,,0.0,,0.0,,10.0,,0.0,0.0,,10.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,10.0,0.0,0.0
356,Morgan Sanson,Aston Villa,Midfielder,1.3074074074074074,3.922222222222222,27,9,4.082125639608619,,4.647027202742683,11.8,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,9.3,,1.5,,4.3,,0.0,7.7,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,Lyanco Evangelista Silveira Neves Vojnovic,Southampton,Defender,1.3038461538461539,3.0818181818181816,26,11,,,3.657959932955757,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.3,,0.7,0.0,0.0,,0.3,0.0,31.4,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
358,Nathan Collins,Burnley,Defender,1.2481481481481482,3.744444444444445,27,9,,,0.2,,0.5,0.2,0.0,0.0,0.2,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.3,10.8,,0.0,0.0,0.0,10.5,10.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0
359,Isaac Hayden,Newcastle,Midfielder,1.2444444444444445,2.4,27,14,,2.408266010741411,1.66289383844748,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,,,0.0,0.6,0.9,0.0,0.0,0.0,0.0,0.0,1.9,0.6,0.9,0.9,2.3,10.9,10.4,0.4,0.0,0.5,3.3
360,Malang Sarr,Chelsea,Defender,1.2148148148148148,8.2,27,4,,,10.671472154405043,0.0,0.0,,,,27.4,,,,,1.4,0.0,1.3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,Oghenekaro Peter Etebo,Watford,Midfielder,1.1464285714285716,4.585714285714286,28,7,,,4.553661496187179,0.3,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.4,0.8,15.1,2.3,11.6
362,Erik Pieters,Burnley,Defender,1.1185185185185185,2.7454545454545456,27,11,,,0.0,,0.0,0.0,0.8,12.3,0.7,,1.0,6.3,5.8,0.8,,,,0.0,0.3,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.9,0.0
363,Wayne Hennessey,Burnley,Goalkeeper,1.1111111111111112,15.0,27,2,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,30.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,Cole Palmer,Man City,Midfielder,1.1,7.700000000000001,28,4,,,6.848633579799296,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,27.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0
365,Carney Chukwuemeka,Aston Villa,Midfielder,1.0814814814814815,3.2444444444444445,27,9,2.6044352530824586,,2.964847860492749,0.0,0.0,,0.0,,0.0,,0.5,1.7,,0.0,,0.7,,0.0,,1.0,,10.8,0.0,10.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0
366,Ferran Torres,Man City,Midfielder,1.0714285714285714,7.5,28,4,,,6.7704365940976885,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,16.2,4.4,2.9
367,Robert Sanchez,Brighton,Goalkeeper,1.0714285714285714,1.1111111111111112,28,27,,1.025820317397329,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0
368,Jose Malheiro de Sa,Wolves,Goalkeeper,1.0714285714285714,1.0714285714285714,28,28,1.160457724550425,,1.068201568810679,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
369,Benjamin Mendy,Man City,Defender,1.0392857142857144,29.1,28,1,,,26.782773815534675,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.1
370,Vitalii Mykolenko,Everton,Defender,1.0375,4.15,8,2,,3.91570374198915,3.2837695781124676,,1.6,,0.0,,0.0,,0.0,0.0,,0.0,,6.7,,0.0,,,,,,,,,,,,,,,,,,,,
371,Sam Byram,Norwich,Defender,1.0214285714285716,4.7666666666666675,28,6,,,5.618338259832782,0.0,13.3,,0.0,,0.0,,0.1,0.0,,1.3,,0.0,,0.0,11.9,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,Jamie Shackleton,Leeds,Midfielder,1.010714285714286,2.176923076923077,28,13,2.0788465098257367,,2.681136319121271,0.0,0.0,,0.5,0.1,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.3,0.3,0.0,0.0,0.3,0.0,0.0,0.6,3.9,3.3,3.1,12.3,0.6,0.0,1.5,1.5,0.0
373,Kurt Zouma,West Ham,Defender,1.0035714285714286,1.75625,28,16,2.0571761571061793,,1.9250029910390931,,0.0,,0.2,,1.3,,0.0,1.0,,10.4,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.3,0.1,0.5,0.3,0.4,0.7,0.3,0.4,0.8,1.2,0.2,0.0,0.0,0.0,0.0
374,Jairo Riedewald,Crystal Palace,Midfielder,0.9821428571428573,9.166666666666668,28,3,,,7.382361214797862,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.8,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,0.0,0.0,0.0,5.4
375,Ozan Kabak,Norwich,Defender,0.94,2.35,25,10,,,3.1017605083289386,10.5,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.2,,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.1,0.3,10.7,0.6,0.0,,,
376,Eberechi Eze,Crystal Palace,Midfielder,0.8678571428571429,4.05,28,6,,,2.733885770213699,,0.0,,0.0,0.0,0.0,,0.0,0.6,,10.6,,3.6,,0.0,0.0,0.0,,0.0,0.0,0.1,0.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,Calum Chambers,Aston Villa,Defender,0.8666666666666666,3.3428571428571425,27,7,3.1106017036989164,,3.5410597345976105,0.0,3.5,,0.0,,1.7,,1.0,0.0,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,16.8
378,Hugo Lloris,Spurs,Goalkeeper,0.8518518518518519,0.8518518518518519,27,27,0.9071167118873915,0.822701073736189,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0
379,Pelenda Joshua Dasilva,Brentford,Midfielder,0.789655172413793,5.725,29,4,7.677540518465333,,0.0,,0.0,,0.7,,20.9,,0.8,0.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,Ki-Jana Hoever,Wolves,Defender,0.7892857142857143,2.7624999999999997,28,8,2.7695093437617695,,2.549333907866633,0.0,0.7,,2.8,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7
381,James Tomkins,Crystal Palace,Defender,0.7857142857142857,2.75,28,8,,,1.4988575241741606,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.3,0.4,,0.2,0.0,10.4,0.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,Nathaniel Clyne,Crystal Palace,Defender,0.7821428571428571,3.65,28,6,,,2.39223795805305,,0.2,,3.9,2.1,15.3,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,Crysencio Summerville,Leeds,Midfielder,0.7785714285714286,4.36,28,5,4.487424892251656,,5.787535443852143,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.6,0.0,0.3,2.8,0.0,0.0,0.0,0.0
384,Fabian Delph,Everton,Midfielder,0.76,3.1666666666666665,25,6,,3.9671138805914903,3.3268829136129594,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,,0.0,1.1,0.0,0.4,0.0,1.1,12.6,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,Nick Pope,Burnley,Goalkeeper,0.7407407407407407,0.8,27,25,,,0.0,,0.0,0.0,0.0,0.0,10.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,Joseph Gomez,Liverpool,Defender,0.725,4.0600000000000005,28,5,,2.903063592279883,0.0,,0.0,,,0.0,20.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
387,Conor Coady,Wolves,Defender,0.7214285714285715,0.7214285714285715,28,28,0.8104547149672696,,0.7460237281055996,0.1,0.5,,0.8,0.0,0.3,,10.3,0.3,,0.2,,0.0,,0.0,,,0.2,0.0,0.1,0.0,0.3,0.3,0.1,0.1,3.2,0.0,0.3,0.0,0.3,1.8,0.5,0.0,0.5,0.0
388,Issa Diop,West Ham,Defender,0.7214285714285714,2.02,28,10,1.7127056389445403,,1.60266463635063,,0.0,,0.0,,0.0,,13.8,0.0,,0.0,,0.6,3.3,0.0,0.3,0.6,,0.6,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,Theo Walcott,Southampton,Midfielder,0.6857142857142858,2.1333333333333337,28,9,,,2.908892002157342,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,2.7,,0.3,0.0,0.0,0.0,0.0,0.9,0.0,0.0,1.4,0.3,11.8,0.0,0.0,0.0,0.0,0.0,1.8
390,Takumi Minamino,Liverpool,Midfielder,0.6535714285714286,1.83,28,10,,1.7003812731617842,0.0,,0.0,,,0.0,0.0,,0.0,0.5,,0.1,,13.9,,0.0,0.0,,0.0,0.0,1.3,0.0,0.1,0.4,0.9,0.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391,Fabio Silva,Wolves,Forward,0.625,1.1666666666666667,28,15,1.3553676091633522,,1.2476161567922424,0.2,0.0,,2.7,0.0,0.0,,1.3,1.0,,1.1,,0.3,,0.1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,0.0,0.0,0.5,0.0,0.0,0.0,0.0
392,Cody Drameh,Leeds,Defender,0.6111111111111112,5.5,27,3,8.869556467828787,,11.439271667241165,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,5.8,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
393,Jannik Vestergaard,Leicester,Defender,0.608,1.52,25,10,1.6409852715703515,,1.5227301353644338,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.6,,,0.0,0.2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,10.8,0.8,2.3,0.3,0.0,0.0,0.1
394,Anthony Martial,Man Utd,Forward,0.6034482758620691,2.1875000000000004,29,8,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,1.6,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.3,2.6,1.6,1.2
395,Ryan Bertrand,Leicester,Defender,0.5920000000000001,3.7000000000000006,25,4,3.691899566901844,,3.4258483757630276,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,3.9,9.8,0.3,0.0,0.0,0.0
