assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,name,opponent_team,own_goals,penalties_missed,penalties_saved,position,red_cards,round,saves,selected,starts,team,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,5,0,15.1,394,0.08,0.10,0.02,1.62,224,2,0,2.4,3.4,2023-02-11T15:00:00Z,90,Brennan Johnson,9,0,0,0,Forward,0,23,0,242084,1,16,0,2,5.0,2,56492,69017,12525,57,False,0
0,0,6,0,11.0,394,0.02,0.13,0.10,2.54,238,1,0,3.0,4.2,2023-02-18T15:00:00Z,90,Brennan Johnson,13,0,0,0,Forward,0,24,0,223969,1,16,1,1,15.0,2,-16721,13202,29923,57,True,0
0,0,6,0,22.2,394,0.01,0.05,0.05,2.64,250,4,0,3.5,5.2,2023-02-25T15:00:00Z,85,Brennan Johnson,19,0,0,0,Forward,0,25,0,276471,1,16,0,4,8.0,2,35442,56341,20899,57,False,0
0,3,55,0,10.2,394,0.04,0.69,0.65,1.70,258,2,2,13.8,71.2,2023-03-05T14:00:00Z,90,Brennan Johnson,8,0,0,0,Forward,0,26,0,247756,1,16,2,2,57.0,13,-12742,14383,27125,57,True,0
0,0,1,0,0.3,395,0.00,0.00,0.00,0.23,7,0,0,0.0,0.0,2022-08-06T14:00:00Z,7,Alex Mighten,15,0,0,0,Midfielder,0,1,0,2367,0,16,0,2,0.0,1,0,0,0,50,False,0
0,0,0,0,0.0,395,0.00,0.00,0.00,0.00,18,0,0,0.0,0.0,2022-08-14T13:00:00Z,0,Alex Mighten,19,0,0,0,Midfielder,0,2,0,2542,0,16,0,1,0.0,0,-356,73,429,50,True,0
0,0,0,0,0.0,395,0.00,0.00,0.00,0.00,23,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,Alex Mighten,8,0,0,0,Midfielder,0,3,0,2509,0,16,1,1,0.0,0,-320,218,538,49,False,0
0,0,0,0,0.0,395,0.00,0.00,0.00,0.00,38,0,0,0.0,0.0,2022-08-28T15:30:00Z,0,Alex Mighten,18,0,0,0,Midfielder,0,4,0,2291,0,16,2,0,0.0,0,-344,80,424,49,True,0
0,0,0,0,0.0,395,0.00,0.00,0.00,0.00,49,0,0,0.0,0.0,2022-08-31T18:30:00Z,0,Alex Mighten,13,0,0,0,Midfielder,0,5,0,2065,0,16,0,6,0.0,0,-305,42,347,49,False,0
0,0,0,0,0.0,395,0.00,0.00,0.00,0.00,58,0,0,0.0,0.0,2022-09-03T14:00:00Z,0,Alex Mighten,3,0,0,0,Midfielder,0,6,0,1667,0,16,3,2,0.0,0,-395,1,396,49,True,0
0,0,0,0,0.0,395,0.00,0.00,0.00,0.00,78,0,0,0.0,0.0,2022-09-16T19:00:00Z,0,Alex Mighten,9,0,0,0,Midfielder,0,8,0,1449,0,16,3,2,0.0,0,-45,0,45,49,True,0
0,0,0,0,0.0,395,0.00,0.00,0.00,0.00,86,0,0,0.0,0.0,2022-10-03T19:00:00Z,0,Alex Mighten,10,0,0,0,Midfielder,0,9,0,1384,0,16,0,4,0.0,0,-71,0,71,49,False,0
0,0,0,0,0.0,395,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2022-10-10T19:00:00Z,0,Alex Mighten,2,0,0,0,Midfielder,0,10,0,1324,0,16,1,1,0.0,0,-58,0,58,49,True,0
0,0,0,0,0.0,395,0.00,0.00,0.00,0.00,110,0,0,0.0,0.0,2022-10-15T14:00:00Z,0,Alex Mighten,20,0,0,0,Midfielder,0,11,0,1293,0,16,0,1,0.0,0,-33,0,33,49,False,0
0,0,0,0,0.0,395,0.00,0.00,0.00,0.00,114,0,0,0.0,0.0,2022-10-18T18:30:00Z,0,Alex Mighten,5,0,0,0,Midfielder,0,12,0,1271,0,16,0,0,0.0,0,-19,0,19,49,False,0
0,0,0,0,0.0,395,0.00,0.00,0.00,0.00,126,0,0,0.0,0.0,2022-10-22T11:30:00Z,0,Alex Mighten,12,0,0,0,Midfielder,0,13,0,1261,0,16,0,1,0.0,0,-14,0,14,49,True,0
0,0,0,0,0.0,395,0.00,0.00,0.00,0.00,131,0,0,0.0,0.0,2022-10-30T14:00:00Z,0,Alex Mighten,1,0,0,0,Midfielder,0,14,0,1237,0,16,0,5,0.0,0,-24,0,24,49,False,0
0,0,0,0,0.0,395,0.00,0.00,0.00,0.00,146,0,0,0.0,0.0,2022-11-05T15:00:00Z,0,Alex Mighten,4,0,0,0,Midfielder,0,15,0,1221,0,16,2,2,0.0,0,-15,0,15,49,True,0
0,0,0,0,0.0,395,0.00,0.00,0.00,0.00,157,0,0,0.0,0.0,2022-11-12T15:00:00Z,0,Alex Mighten,7,0,0,0,Midfielder,0,16,0,1210,0,16,0,1,0.0,0,-12,0,12,49,True,0
0,0,0,0,0.0,395,0.00,0.00,0.00,0.00,169,0,0,0.0,0.0,2022-12-27T20:00:00Z,0,Alex Mighten,14,0,0,0,Midfielder,0,17,0,1184,0,16,0,3,0.0,0,-25,0,25,49,False,0
0,0,0,0,0.0,395,0.00,0.00,0.00,0.00,177,0,0,0.0,0.0,2023-01-01T16:30:00Z,0,Alex Mighten,6,0,0,0,Midfielder,0,18,0,1177,0,16,1,1,0.0,0,-8,0,8,49,True,0
0,0,0,0,0.0,395,0.00,0.00,0.00,0.00,190,0,0,0.0,0.0,2023-01-04T19:30:00Z,0,Alex Mighten,17,0,0,0,Midfielder,0,19,0,1176,0,16,1,0,0.0,0,-1,0,1,49,False,0
0,0,0,0,0.0,395,0.00,0.00,0.00,0.00,198,0,0,0.0,0.0,2023-01-14T15:00:00Z,0,Alex Mighten,10,0,0,0,Midfielder,0,20,0,1171,0,16,0,2,0.0,0,-5,0,5,49,True,0
0,0,0,0,0.0,395,0.00,0.00,0.00,0.00,202,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,Alex Mighten,3,0,0,0,Midfielder,0,21,0,1162,0,16,1,1,0.0,0,-9,0,9,49,False,0
0,0,0,0,0.0,395,0.00,0.00,0.00,0.00,218,0,0,0.0,0.0,2023-02-05T14:00:00Z,0,Alex Mighten,11,0,0,0,Midfielder,0,22,0,1152,0,16,0,1,0.0,0,-10,0,10,49,True,0
0,0,0,0,0.0,395,0.00,0.00,0.00,0.00,224,0,0,0.0,0.0,2023-02-11T15:00:00Z,0,Alex Mighten,9,0,0,0,Midfielder,0,23,0,1146,0,16,0,2,0.0,0,-6,0,6,49,False,0
0,0,0,0,0.0,395,0.00,0.00,0.00,0.00,238,0,0,0.0,0.0,2023-02-18T15:00:00Z,0,Alex Mighten,13,0,0,0,Midfielder,0,24,0,1141,0,16,1,1,0.0,0,-5,0,5,49,True,0
0,0,0,0,0.0,395,0.00,0.00,0.00,0.00,250,0,0,0.0,0.0,2023-02-25T15:00:00Z,0,Alex Mighten,19,0,0,0,Midfielder,0,25,0,1137,0,16,0,4,0.0,0,-4,0,4,49,False,0
0,0,0,0,0.0,395,0.00,0.00,0.00,0.00,258,0,0,0.0,0.0,2023-03-05T14:00:00Z,0,Alex Mighten,8,0,0,0,Midfielder,0,26,0,1133,0,16,2,2,0.0,0,-4,0,4,49,True,0
0,0,0,0,0.0,396,0.00,0.00,0.00,0.00,7,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,Braian Ojeda Rodríguez,15,0,0,0,Midfielder,0,1,0,10542,0,16,0,2,0.0,0,0,0,0,45,False,0
0,0,0,0,0.0,396,0.00,0.00,0.00,0.00,18,0,0,0.0,0.0,2022-08-14T13:00:00Z,0,Braian Ojeda Rodríguez,19,0,0,0,Midfielder,0,2,0,10538,0,16,0,1,0.0,0,-818,412,1230,45,True,0
0,0,0,0,0.0,396,0.00,0.00,0.00,0.00,23,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,Braian Ojeda Rodríguez,8,0,0,0,Midfielder,0,3,0,7917,0,16,1,1,0.0,0,-2606,189,2795,45,False,0
0,0,0,0,0.0,396,0.00,0.00,0.00,0.00,38,0,0,0.0,0.0,2022-08-28T15:30:00Z,0,Braian Ojeda Rodríguez,18,0,0,0,Midfielder,0,4,0,6374,0,16,2,0,0.0,0,-1672,0,1672,45,True,0
0,0,0,0,0.0,396,0.00,0.00,0.00,0.00,49,0,0,0.0,0.0,2022-08-31T18:30:00Z,0,Braian Ojeda Rodríguez,13,0,0,0,Midfielder,0,5,0,5577,0,16,0,6,0.0,0,-823,0,823,45,False,0
0,0,0,0,0.0,396,0.00,0.00,0.00,0.00,58,0,0,0.0,0.0,2022-09-03T14:00:00Z,0,Braian Ojeda Rodríguez,3,0,0,0,Midfielder,0,6,0,4853,0,16,3,2,0.0,0,-724,0,724,45,True,0
0,0,0,0,0.0,396,0.00,0.00,0.00,0.00,78,0,0,0.0,0.0,2022-09-16T19:00:00Z,0,Braian Ojeda Rodríguez,9,0,0,0,Midfielder,0,8,0,4215,0,16,3,2,0.0,0,-233,0,233,45,True,0
0,0,0,0,0.0,396,0.00,0.00,0.00,0.00,86,0,0,0.0,0.0,2022-10-03T19:00:00Z,0,Braian Ojeda Rodríguez,10,0,0,0,Midfielder,0,9,0,4019,0,16,0,4,0.0,0,-278,0,278,45,False,0
0,0,0,0,0.0,396,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2022-10-10T19:00:00Z,0,Braian Ojeda Rodríguez,2,0,0,0,Midfielder,0,10,0,3794,0,16,1,1,0.0,0,-234,0,234,45,True,0
0,0,0,0,0.0,396,0.00,0.00,0.00,0.00,110,0,0,0.0,0.0,2022-10-15T14:00:00Z,0,Braian Ojeda Rodríguez,20,0,0,0,Midfielder,0,11,0,3605,0,16,0,1,0.0,0,-190,0,190,45,False,0
0,0,0,0,0.0,396,0.00,0.00,0.00,0.00,114,0,0,0.0,0.0,2022-10-18T18:30:00Z,0,Braian Ojeda Rodríguez,5,0,0,0,Midfielder,0,12,0,3385,0,16,0,0,0.0,0,-154,0,154,45,False,0
0,0,0,0,0.0,396,0.00,0.00,0.00,0.00,126,0,0,0.0,0.0,2022-10-22T11:30:00Z,0,Braian Ojeda Rodríguez,12,0,0,0,Midfielder,0,13,0,3380,0,16,0,1,0.0,0,-80,0,80,45,True,0
0,0,0,0,0.0,396,0.00,0.00,0.00,0.00,131,0,0,0.0,0.0,2022-10-30T14:00:00Z,0,Braian Ojeda Rodríguez,1,0,0,0,Midfielder,0,14,0,3268,0,16,0,5,0.0,0,-111,0,111,45,False,0
0,0,0,0,0.0,396,0.00,0.00,0.00,0.00,146,0,0,0.0,0.0,2022-11-05T15:00:00Z,0,Braian Ojeda Rodríguez,4,0,0,0,Midfielder,0,15,0,3165,0,16,2,2,0.0,0,-106,0,106,45,True,0
0,0,0,0,0.0,396,0.00,0.00,0.00,0.00,157,0,0,0.0,0.0,2022-11-12T15:00:00Z,0,Braian Ojeda Rodríguez,7,0,0,0,Midfielder,0,16,0,3078,0,16,0,1,0.0,0,-88,0,88,45,True,0
0,0,0,0,0.0,396,0.00,0.00,0.00,0.00,169,0,0,0.0,0.0,2022-12-27T20:00:00Z,0,Braian Ojeda Rodríguez,14,0,0,0,Midfielder,0,17,0,2855,0,16,0,3,0.0,0,-222,0,222,45,False,0
0,0,0,0,0.0,396,0.00,0.00,0.00,0.00,177,0,0,0.0,0.0,2023-01-01T16:30:00Z,0,Braian Ojeda Rodríguez,6,0,0,0,Midfielder,0,18,0,2808,0,16,1,1,0.0,0,-48,0,48,45,True,0
0,0,0,0,0.0,396,0.00,0.00,0.00,0.00,190,0,0,0.0,0.0,2023-01-04T19:30:00Z,0,Braian Ojeda Rodríguez,17,0,0,0,Midfielder,0,19,0,2784,0,16,1,0,0.0,0,-24,0,24,45,False,0
0,0,0,0,0.0,396,0.00,0.00,0.00,0.00,198,0,0,0.0,0.0,2023-01-14T15:00:00Z,0,Braian Ojeda Rodríguez,10,0,0,0,Midfielder,0,20,0,2742,0,16,0,2,0.0,0,-43,0,43,45,True,0
0,0,0,0,0.0,396,0.00,0.00,0.00,0.00,202,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,Braian Ojeda Rodríguez,3,0,0,0,Midfielder,0,21,0,2714,0,16,1,1,0.0,0,-29,0,29,45,False,0
0,0,0,0,0.0,396,0.00,0.00,0.00,0.00,218,0,0,0.0,0.0,2023-02-05T14:00:00Z,0,Braian Ojeda Rodríguez,11,0,0,0,Midfielder,0,22,0,2653,0,16,0,1,0.0,0,-58,0,58,45,True,0
0,0,0,0,0.0,396,0.00,0.00,0.00,0.00,224,0,0,0.0,0.0,2023-02-11T15:00:00Z,0,Braian Ojeda Rodríguez,9,0,0,0,Midfielder,0,23,0,2632,0,16,0,2,0.0,0,-23,0,23,45,False,0
0,0,0,0,0.0,396,0.00,0.00,0.00,0.00,238,0,0,0.0,0.0,2023-02-18T15:00:00Z,0,Braian Ojeda Rodríguez,13,0,0,0,Midfielder,0,24,0,2613,0,16,1,1,0.0,0,-21,0,21,45,True,0
0,0,0,0,0.0,396,0.00,0.00,0.00,0.00,250,0,0,0.0,0.0,2023-02-25T15:00:00Z,0,Braian Ojeda Rodríguez,19,0,0,0,Midfielder,0,25,0,2594,0,16,0,4,0.0,0,-14,0,14,45,False,0
0,0,0,0,0.0,396,0.00,0.00,0.00,0.00,258,0,0,0.0,0.0,2023-03-05T14:00:00Z,0,Braian Ojeda Rodríguez,8,0,0,0,Midfielder,0,26,0,2583,0,16,2,2,0.0,0,-15,0,15,45,True,0
0,0,6,0,0.4,397,0.00,0.00,0.00,0.55,7,1,0,0.4,3.2,2022-08-06T14:00:00Z,27,Taiwo Awoniyi,15,0,0,0,Forward,0,1,0,91393,0,16,0,2,0.0,1,0,0,0,60,False,0
0,2,26,1,7.2,397,0.01,0.49,0.48,1.88,18,0,1,5.6,31.6,2022-08-14T13:00:00Z,71,Taiwo Awoniyi,19,0,0,0,Forward,0,2,0,78654,1,16,0,1,17.0,8,-17269,2544,19813,59,True,0
0,0,7,1,14.0,397,0.03,0.08,0.05,0.51,23,0,0,4.4,7.2,2022-08-20T14:00:00Z,60,Taiwo Awoniyi,8,0,0,0,Forward,0,3,0,143709,1,16,1,1,23.0,2,48781,65054,16273,59,False,0
0,0,3,0,10.5,397,0.01,0.01,0.00,0.84,38,1,0,1.2,1.4,2022-08-28T15:30:00Z,15,Taiwo Awoniyi,18,0,0,0,Forward,0,4,0,125203,0,16,2,0,0.0,1,-17503,10588,28091,59,True,0
0,0,-1,0,0.8,397,0.00,0.16,0.15,1.25,49,2,0,0.6,1.6,2022-08-31T18:30:00Z,32,Taiwo Awoniyi,13,0,0,0,Forward,0,5,0,103136,0,16,0,6,4.0,1,-23250,3149,26399,59,False,0
0,0,0,0,1.9,397,0.00,0.59,0.58,0.54,58,1,0,1.3,0.0,2022-09-03T14:00:00Z,23,Taiwo Awoniyi,3,0,0,0,Forward,0,6,0,83094,0,16,3,2,13.0,1,-21291,3611,24902,59,True,0
0,1,24,0,0.7,397,0.00,0.81,0.81,0.51,78,3,1,7.8,37.4,2022-09-16T19:00:00Z,69,Taiwo Awoniyi,9,0,0,0,Forward,0,8,0,65952,1,16,3,2,40.0,7,-4703,788,5491,58,True,0
0,0,-3,0,1.4,397,0.00,0.50,0.49,1.10,86,3,0,1.8,1.2,2022-10-03T19:00:00Z,61,Taiwo Awoniyi,10,0,0,0,Forward,0,9,0,70801,1,16,0,4,15.0,2,2303,8126,5823,58,False,0
0,0,0,0,0.0,397,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2022-10-10T19:00:00Z,0,Taiwo Awoniyi,2,0,0,0,Forward,0,10,0,70861,0,16,1,1,0.0,0,-293,7534,7827,58,True,0
0,0,3,0,0.0,397,0.00,0.00,0.00,0.00,110,0,0,0.0,0.2,2022-10-15T14:00:00Z,6,Taiwo Awoniyi,20,0,0,0,Forward,0,11,0,65902,0,16,0,1,0.0,1,-4987,1773,6760,58,False,0
0,0,3,0,0.0,397,0.00,0.00,0.00,0.08,114,0,0,0.2,0.0,2022-10-18T18:30:00Z,4,Taiwo Awoniyi,5,0,0,0,Forward,0,12,0,60512,0,16,0,0,2.0,1,-4238,809,5047,57,False,0
0,3,34,1,32.1,397,0.10,0.89,0.78,1.09,126,0,1,12.9,40.6,2022-10-22T11:30:00Z,63,Taiwo Awoniyi,12,0,0,0,Forward,0,13,0,57924,1,16,0,1,56.0,9,-4328,658,4986,57,True,0
0,0,2,0,0.5,397,0.00,0.00,0.00,1.85,131,4,0,0.2,0.0,2022-10-30T14:00:00Z,63,Taiwo Awoniyi,1,0,0,0,Forward,0,14,0,65146,1,16,0,5,2.0,2,6192,9540,3348,57,False,0
0,0,-1,0,0.0,397,0.00,0.25,0.25,0.07,146,0,0,0.2,0.0,2022-11-05T15:00:00Z,11,Taiwo Awoniyi,4,0,0,0,Forward,0,15,0,88252,0,16,2,2,4.0,1,21425,27448,6023,57,True,0
0,0,0,0,0.0,397,0.00,0.00,0.00,0.00,157,0,0,0.0,0.0,2022-11-12T15:00:00Z,0,Taiwo Awoniyi,7,0,0,0,Forward,0,16,0,83366,0,16,0,1,0.0,0,-4380,9276,13656,57,True,0
0,0,4,0,0.8,397,0.00,0.00,0.00,1.37,169,2,0,0.3,2.0,2022-12-27T20:00:00Z,61,Taiwo Awoniyi,14,0,0,0,Forward,0,17,0,69967,1,16,0,3,0.0,2,-13822,8386,22208,57,False,0
0,0,9,0,21.8,397,0.06,0.31,0.24,0.94,177,1,0,6.6,17.4,2023-01-01T16:30:00Z,87,Taiwo Awoniyi,6,0,0,0,Forward,0,18,0,67005,1,16,1,1,27.0,2,-3162,1512,4674,57,True,0
0,3,35,1,11.9,397,0.02,0.74,0.71,0.27,190,0,1,6.9,37.0,2023-01-04T19:30:00Z,70,Taiwo Awoniyi,17,0,0,0,Forward,0,19,0,66993,1,16,1,0,20.0,9,-172,2990,3162,57,False,0
0,0,0,0,0.0,397,0.00,0.00,0.00,0.00,198,0,0,0.0,0.0,2023-01-14T15:00:00Z,0,Taiwo Awoniyi,10,0,0,0,Forward,0,20,0,69827,0,16,0,2,0.0,0,2324,8355,6031,57,True,0
0,0,0,0,0.0,397,0.00,0.00,0.00,0.00,202,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,Taiwo Awoniyi,3,0,0,0,Forward,0,21,0,61882,0,16,1,1,0.0,0,-7846,523,8369,57,False,0
0,0,0,0,0.0,397,0.00,0.00,0.00,0.00,218,0,0,0.0,0.0,2023-02-05T14:00:00Z,0,Taiwo Awoniyi,11,0,0,0,Forward,0,22,0,55573,0,16,0,1,0.0,0,-6310,147,6457,56,True,0
0,0,0,0,0.0,397,0.00,0.00,0.00,0.00,224,0,0,0.0,0.0,2023-02-11T15:00:00Z,0,Taiwo Awoniyi,9,0,0,0,Forward,0,23,0,52996,0,16,0,2,0.0,0,-2718,117,2835,56,False,0
0,0,0,0,0.0,397,0.00,0.00,0.00,0.00,238,0,0,0.0,0.0,2023-02-18T15:00:00Z,0,Taiwo Awoniyi,13,0,0,0,Forward,0,24,0,50862,0,16,1,1,0.0,0,-2193,57,2250,56,True,0
0,0,0,0,0.0,397,0.00,0.00,0.00,0.00,250,0,0,0.0,0.0,2023-02-25T15:00:00Z,0,Taiwo Awoniyi,19,0,0,0,Forward,0,25,0,49159,0,16,0,4,0.0,0,-1528,44,1572,56,False,0
0,0,0,0,0.0,397,0.00,0.00,0.00,0.00,258,0,0,0.0,0.0,2023-03-05T14:00:00Z,0,Taiwo Awoniyi,8,0,0,0,Forward,0,26,0,48297,0,16,2,2,0.0,0,-1098,36,1134,56,True,0
0,0,26,0,0.0,398,0.00,0.00,0.00,1.74,7,2,0,4.8,48.0,2022-08-06T14:00:00Z,90,Dean Henderson,15,0,0,0,Goalkeeper,0,1,7,434219,1,16,0,2,0.0,3,0,0,0,45,False,0
0,3,43,1,0.0,398,0.00,0.00,0.00,2.29,18,0,0,5.0,50.0,2022-08-14T13:00:00Z,90,Dean Henderson,19,0,0,1,Goalkeeper,0,2,4,466426,1,16,0,1,0.0,14,-7699,14056,21755,45,True,1
0,0,26,0,0.0,398,0.01,0.01,0.00,1.51,23,1,0,4.9,48.8,2022-08-20T14:00:00Z,90,Dean Henderson,8,0,0,0,Goalkeeper,0,3,7,765065,1,16,1,1,0.0,4,185685,219118,33433,45,False,0
0,2,30,0,0.0,398,0.00,0.00,0.00,2.40,38,2,0,5.2,52.2,2022-08-28T15:30:00Z,90,Dean Henderson,18,0,0,1,Goalkeeper,0,4,4,937244,1,16,2,0,0.0,9,104903,161401,56498,46,True,0
0,0,15,0,0.0,398,0.00,0.00,0.00,3.32,49,6,0,2.0,19.8,2022-08-31T18:30:00Z,90,Dean Henderson,13,0,0,0,Goalkeeper,0,5,3,1063741,1,16,0,6,0.0,0,82005,127467,45462,46,False,0
0,0,8,0,0.0,398,0.00,0.00,0.00,0.78,58,3,0,0.3,2.8,2022-09-03T14:00:00Z,90,Dean Henderson,3,0,0,0,Goalkeeper,0,6,0,1400374,1,16,3,2,0.0,1,257171,303372,46201,47,True,0
0,0,17,0,0.0,398,0.00,0.00,0.00,0.94,78,3,0,3.3,32.8,2022-09-16T19:00:00Z,90,Dean Henderson,9,0,0,0,Goalkeeper,0,8,3,1438231,1,16,3,2,0.0,2,48065,87366,39301,47,True,0
0,0,16,0,0.0,398,0.00,0.00,0.00,1.32,86,4,0,2.9,29.2,2022-10-03T19:00:00Z,90,Dean Henderson,10,0,0,0,Goalkeeper,0,9,4,1425648,1,16,0,4,0.0,1,-10747,59757,70504,47,False,0
0,0,11,0,0.0,398,0.00,0.00,0.00,0.69,99,1,0,1.2,11.8,2022-10-10T19:00:00Z,90,Dean Henderson,2,0,0,0,Goalkeeper,0,10,1,1375575,1,16,1,1,0.0,2,-53083,23412,76495,47,True,0
0,0,12,0,0.0,398,0.00,0.00,0.00,1.32,110,1,0,0.7,7.0,2022-10-15T14:00:00Z,90,Dean Henderson,20,0,0,0,Goalkeeper,0,11,1,1340776,1,16,0,1,0.0,2,-38917,14245,53162,47,False,0
0,3,39,1,0.0,398,0.00,0.00,0.00,1.66,114,0,0,5.6,56.2,2022-10-18T18:30:00Z,90,Dean Henderson,5,0,0,0,Goalkeeper,0,12,7,1221101,1,16,0,0,0.0,11,-50066,4557,54623,47,False,0
0,3,34,1,0.0,398,0.00,0.00,0.00,1.66,126,0,0,5.3,53.2,2022-10-22T11:30:00Z,90,Dean Henderson,12,0,0,0,Goalkeeper,0,13,7,1248615,1,16,0,1,0.0,11,-51347,10782,62129,47,True,0
0,0,15,0,0.0,398,0.00,0.00,0.00,2.30,131,5,0,3.7,36.6,2022-10-30T14:00:00Z,90,Dean Henderson,1,0,0,0,Goalkeeper,0,14,4,1323383,1,16,0,5,0.0,1,62222,85513,23291,47,False,0
0,0,0,0,0.0,398,0.00,0.00,0.00,1.46,146,2,0,0.0,0.0,2022-11-05T15:00:00Z,90,Dean Henderson,4,0,0,0,Goalkeeper,0,15,0,1372448,1,16,2,2,0.0,0,42688,72036,29348,47,True,1
0,0,19,1,0.0,398,0.00,0.00,0.00,1.23,157,0,0,0.4,3.6,2022-11-12T15:00:00Z,90,Dean Henderson,7,0,0,0,Goalkeeper,0,16,0,1353396,1,16,0,1,0.0,6,-20009,33392,53401,47,True,0
0,0,0,0,0.0,398,0.00,0.00,0.00,0.00,169,0,0,0.0,0.0,2022-12-27T20:00:00Z,0,Dean Henderson,14,0,0,0,Goalkeeper,0,17,0,1063441,0,16,0,3,0.0,0,-294484,96532,391016,47,False,0
0,0,10,0,0.0,398,0.00,0.00,0.00,0.94,177,1,0,1.0,10.4,2023-01-01T16:30:00Z,90,Dean Henderson,6,0,0,0,Goalkeeper,0,18,1,1044697,1,16,1,1,0.0,2,-21673,10031,31704,47,True,0
0,1,22,1,0.0,398,0.00,0.00,0.00,0.39,190,0,0,0.3,2.6,2023-01-04T19:30:00Z,90,Dean Henderson,17,0,0,0,Goalkeeper,0,19,0,1035909,1,16,1,0,0.0,7,-9508,9292,18800,47,False,0
0,0,24,1,0.0,398,0.00,0.00,0.00,1.02,198,0,0,0.9,9.4,2023-01-14T15:00:00Z,90,Dean Henderson,10,0,0,0,Goalkeeper,0,20,1,1029872,1,16,0,2,0.0,6,-6759,16325,23084,47,True,0
0,0,0,0,0.0,398,0.00,0.00,0.00,0.00,202,0,0,0.0,0.0,2023-01-21T15:00:00Z,0,Dean Henderson,3,0,0,0,Goalkeeper,0,21,0,957204,0,16,1,1,0.0,0,-73848,6989,80837,47,False,0
0,0,0,0,0.0,398,0.00,0.00,0.00,0.00,218,0,0,0.0,0.0,2023-02-05T14:00:00Z,0,Dean Henderson,11,0,0,0,Goalkeeper,0,22,0,851780,0,16,0,1,0.0,0,-104331,498,104829,47,True,0
0,0,0,0,0.0,398,0.00,0.00,0.00,0.00,224,0,0,0.0,0.0,2023-02-11T15:00:00Z,0,Dean Henderson,9,0,0,0,Goalkeeper,0,23,0,800424,0,16,0,2,0.0,0,-53118,348,53466,47,False,0
0,0,0,0,0.0,398,0.00,0.00,0.00,0.00,238,0,0,0.0,0.0,2023-02-18T15:00:00Z,0,Dean Henderson,13,0,0,0,Goalkeeper,0,24,0,762662,0,16,1,1,0.0,0,-39079,115,39194,46,True,0
0,0,0,0,0.0,398,0.00,0.00,0.00,0.00,250,0,0,0.0,0.0,2023-02-25T15:00:00Z,0,Dean Henderson,19,0,0,0,Goalkeeper,0,25,0,705420,0,16,0,4,0.0,0,-44451,106,44557,46,False,0
0,0,0,0,0.0,398,0.00,0.00,0.00,0.00,258,0,0,0.0,0.0,2023-03-05T14:00:00Z,0,Dean Henderson,8,0,0,0,Goalkeeper,0,26,0,698004,0,16,2,2,0.0,0,-22224,98,22322,46,True,0
0,0,0,0,0.0,399,0.00,0.00,0.00,0.00,7,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,Giulian Biancone,15,0,0,0,Defender,0,1,0,6448,0,16,0,2,0.0,0,0,0,0,45,False,0
0,0,0,0,0.0,399,0.00,0.00,0.00,0.00,18,0,0,0.0,0.0,2022-08-14T13:00:00Z,0,Giulian Biancone,19,0,0,0,Defender,0,2,0,6632,0,16,0,1,0.0,0,-947,158,1105,45,True,0
0,0,0,0,0.0,399,0.00,0.00,0.00,0.00,23,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,Giulian Biancone,8,0,0,0,Defender,0,3,0,6673,0,16,1,1,0.0,0,-605,424,1029,45,False,0
0,0,0,0,0.0,399,0.00,0.00,0.00,0.00,38,0,0,0.0,0.0,2022-08-28T15:30:00Z,0,Giulian Biancone,18,0,0,0,Defender,0,4,0,6147,0,16,2,0,0.0,0,-767,110,877,44,True,0
0,0,6,0,0.0,399,0.00,0.00,0.00,0.47,49,1,0,0.4,3.8,2022-08-31T18:30:00Z,11,Giulian Biancone,13,0,0,0,Defender,0,5,0,5856,0,16,0,6,0.0,1,-461,72,533,44,False,0
0,0,0,0,0.0,399,0.00,0.00,0.00,0.00,58,0,0,0.0,0.0,2022-09-03T14:00:00Z,0,Giulian Biancone,3,0,0,0,Defender,0,6,0,5653,0,16,3,2,0.0,0,-383,100,483,44,True,0
0,0,0,0,0.0,399,0.00,0.00,0.00,0.00,78,0,0,0.0,0.0,2022-09-16T19:00:00Z,0,Giulian Biancone,9,0,0,0,Defender,0,8,0,5545,0,16,3,2,0.0,0,-106,57,163,43,True,0
0,0,0,0,0.0,399,0.00,0.00,0.00,0.00,86,0,0,0.0,0.0,2022-10-03T19:00:00Z,0,Giulian Biancone,10,0,0,0,Defender,0,9,0,5413,0,16,0,4,0.0,0,-212,44,256,43,False,0
